;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
prob3_050_090_110_015_025_05;124249;140.18;5260661;0;79.26;5790459;277;0;1.19;0;2.26;0;;1.23;2;0;1.47;0;2.44;0
prob3_050_090_110_015_025_06;101871;0.05;1799;0;0.03;1853;276;0;0.94;0;0.74;0;;0.03;1;0;0.75;0;1.50;0
prob3_050_090_110_015_025_07;110309;9.54;360257;0;4.95;385941;277;0;0.98;0;1.52;0;;1.01;2;0;1.17;0;2.03;0
prob3_050_090_110_015_025_08;124830;2.55;94559;0;1.50;98811;293;0;1.24;0;1.56;0;;1.28;2;0;1.46;0;2.55;0
prob3_050_090_110_015_025_09;80819;0.49;18348;0;0.22;18694;214;0;0.84;0;0.78;0;;0.23;1;0;0.66;0;1.57;0
prob3_050_090_110_015_025_10;104194;0.08;2899;0;0.05;3007;287;0;1.00;0;1.09;0;;0.05;1;0;0.91;0;2.07;0
prob3_050_090_110_025_035_01;78542;0.94;36039;0;0.49;37419;334;0;0.96;0;1.22;0;;0.51;1;0;0.77;0;1.99;0
prob3_050_090_110_025_035_02;105092;1200.00;47733915;1;738.76;64296835;282;0;1.19;0;2.73;0;;1.23;2;0;2.56;0;2.47;0
prob3_050_090_110_025_035_03;82813;646.50;25465783;0;283.36;26734517;287;0;1.02;0;1.92;0;;1.05;2;0;1.70;0;2.11;0
prob3_050_090_110_025_035_04;73284;401.60;15921971;0;156.10;16441033;299;0;0.84;0;2.38;0;;0.87;2;0;2.20;0;1.75;0
prob3_050_090_110_025_035_05;68826;0.13;5221;0;0.07;5477;258;0;0.87;0;0.69;0;;0.08;1;0;0.68;0;1.36;0
prob3_050_090_110_025_035_06;84243;0.31;13239;0;0.21;15289;290;0;1.02;0;0.98;0;;0.22;1;0;0.80;0;1.95;0
prob3_050_090_110_025_035_07;87521;0.02;941;0;0.02;987;223;0;1.07;0;0.72;0;;0.02;1;0;0.62;0;1.44;0
prob3_050_090_110_025_035_08;84310;32.96;1300328;0;16.05;1355986;318;0;1.07;0;1.06;0;;1.10;2;0;0.80;0;2.13;0
prob3_050_090_110_025_035_09;96062;0.13;4857;0;0.07;4955;234;0;1.08;0;0.96;0;;0.07;1;0;0.73;0;1.84;0
prob3_050_090_110_025_035_10;79575;0.01;429;0;0.01;441;283;0;1.02;0;0.54;0;;0.01;0;0;0.60;0;1.10;0
prob3_050_090_110_035_045_01;75878;0.02;815;0;0.03;835;292;0;1.08;0;0.43;0;;0.03;0;0;0.48;0;0.87;0
prob3_050_090_110_035_045_02;64952;0.14;5303;0;0.08;5473;311;0;1.02;0;1.12;0;;0.09;1;0;0.80;0;2.10;0
prob3_050_090_110_035_045_03;64338;27.81;1102949;0;12.59;1135719;350;0;0.93;0;1.89;0;;0.96;2;0;1.00;0;1.93;0
prob3_050_090_110_035_045_04;67448;0.25;9963;0;0.14;10829;260;0;1.07;0;1.15;0;;0.15;1;0;0.81;0;2.18;0
prob3_050_090_110_035_045_05;61654;9.17;359867;0;4.29;373187;346;0;0.93;0;0.99;0;;0.96;2;0;0.81;0;1.94;0
prob3_050_090_110_035_045_06;64131;0.08;3307;0;0.04;3355;253;0;0.95;0;0.62;0;;0.05;1;0;0.62;0;1.26;0
prob3_050_090_110_035_045_07;75034;0.20;7743;0;0.10;8123;258;0;1.07;0;1.12;0;;0.11;1;0;1.05;0;2.22;0
prob3_050_090_110_035_045_08;71922;104.27;3982765;0;47.84;4157601;326;0;1.11;0;0.98;0;;1.14;2;0;0.85;0;1.96;0
prob3_050_090_110_035_045_09;84435;1.34;51463;0;0.76;54441;320;0;1.18;0;0.85;0;;0.79;1;0;0.69;0;1.71;0
prob3_050_090_110_035_045_10;58091;0.09;4053;0;0.06;4295;273;0;0.81;0;0.87;0;;0.06;1;0;0.81;0;1.70;0
prob3_100_040_060_005_015_01;141557;3.59;127035;0;3.00;135003;321;0;1.07;0;1.91;0;;1.11;2;0;1.60;0;2.23;0
prob3_100_040_060_005_015_02;105576;0.80;27770;0;0.56;28600;335;0;0.84;0;4.83;0;;0.59;1;0;2.98;0;1.76;0
prob3_100_040_060_005_015_03;121527;0.01;416;0;0.01;416;303;0;0.90;0;0.52;0;;0.01;0;0;0.57;0;0.95;0
prob3_100_040_060_005_015_04;112463;0.92;33277;0;0.72;34927;345;0;0.89;0;3.49;0;;0.76;1;0;2.65;0;1.87;0
prob3_100_040_060_005_015_05;119047;0.37;13202;0;0.28;13750;327;0;0.94;0;1.42;0;;0.29;1;0;1.09;0;1.92;0
prob3_100_040_060_005_015_06;110440;0.46;16783;0;0.33;17287;332;0;0.81;0;1.89;0;;0.35;1;0;1.03;0;1.70;0
prob3_100_040_060_005_015_07;150224;0.46;15505;0;0.40;16101;371;0;1.22;0;2.99;0;;0.41;1;0;1.89;0;2.52;0
prob3_100_040_060_005_015_08;114299;0.92;30937;0;0.62;31901;324;0;0.85;0;1.88;0;;0.67;1;0;1.49;0;1.76;0
prob3_100_040_060_005_015_09;147092;3.72;130107;0;3.18;136681;375;0;1.19;0;61.66;0;;1.22;2;0;26.66;0;2.44;0
prob3_100_040_060_005_015_10;120182;0.86;29229;0;0.65;30223;367;0;0.95;0;7.42;0;;0.69;1;0;3.97;0;1.96;0
prob3_100_040_060_015_025_01;101318;0.48;16793;0;0.37;17557;368;0;1.01;0;2.75;0;;0.39;1;0;1.37;0;2.08;0
prob3_100_040_060_015_025_02;98557;0.17;5776;0;0.11;5864;292;0;0.90;0;0.83;0;;0.11;1;0;0.61;0;1.68;0
prob3_100_040_060_015_025_03;133474;0.99;34634;0;0.86;37430;349;0;1.18;0;14.18;0;;0.90;1;0;7.65;0;2.44;0
prob3_100_040_060_015_025_04;104111;0.85;28694;0;0.61;29188;398;0;1.06;0;1.13;0;;0.64;1;0;1.08;0;2.18;0
;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
Instance;opt;time;#nodes;TL;time;#nodes;#cols;TL;time;TL;time;TL;;time;best;TL;time;TL;time;TL
prob3_100_040_060_015_025_05;103822;0.08;2841;0;0.06;2913;294;0;1.00;0;0.58;0;;0.06;1;0;0.58;0;1.18;0
prob3_100_040_060_015_025_06;126907;3.62;120094;0;2.53;124936;306;0;1.21;0;0.95;0;;1.24;2;0;1.08;0;1.92;0
prob3_100_040_060_015_025_07;89239;15.68;524675;0;10.42;546599;361;0;0.87;0;7.79;0;;0.90;2;0;3.32;0;1.83;0
prob3_100_040_060_015_025_08;94065;0.30;10943;0;0.24;11281;361;0;0.92;0;2.81;0;;0.25;1;0;1.79;0;1.92;0
prob3_100_040_060_015_025_09;133449;0.44;15979;0;0.40;17067;369;0;1.21;0;1.39;0;;0.42;1;0;1.19;0;2.50;0
prob3_100_040_060_015_025_10;103946;0.73;24461;0;0.53;25013;363;0;1.01;0;5.41;0;;0.55;1;0;2.27;0;2.11;0
prob3_100_040_060_025_035_01;81569;12.45;437237;0;9.43;459325;386;0;1.01;0;3.92;0;;1.04;2;0;2.23;0;2.07;0
prob3_100_040_060_025_035_02;79586;5.24;177041;0;3.07;179175;384;0;0.90;0;0.85;0;;0.93;2;0;0.70;0;1.71;0
prob3_100_040_060_025_035_03;108400;0.86;27947;0;0.56;28375;334;0;1.18;0;1.39;0;;0.59;1;0;0.87;0;2.43;0
prob3_100_040_060_025_035_04;83829;0.29;10275;0;0.22;10555;386;0;1.06;0;1.98;0;;0.24;1;0;1.01;0;2.20;0
prob3_100_040_060_025_035_05;84166;2.49;85286;0;1.52;87296;309;0;1.01;0;7.12;0;;1.04;2;0;3.16;0;2.08;0
prob3_100_040_060_025_035_06;102964;1.19;39485;0;0.90;40707;391;0;1.21;0;1.91;0;;0.94;1;0;1.43;0;2.48;0
prob3_100_040_060_025_035_07;72297;0.06;2315;0;0.05;2383;302;0;0.87;0;1.27;0;;0.05;1;0;0.90;0;1.81;0
prob3_100_040_060_025_035_08;76077;1.19;41607;0;0.80;42513;365;0;0.92;0;0.50;0;;0.84;1;0;0.57;0;1.02;0
prob3_100_040_060_025_035_09;108300;0.26;9174;0;0.21;9545;338;0;1.21;0;1.50;0;;0.23;1;0;0.80;0;2.49;0
prob3_100_040_060_025_035_10;83587;0.05;2007;0;0.05;2077;364;0;1.01;0;0.70;0;;0.05;1;0;0.67;0;1.41;0
prob3_100_040_060_035_045_01;59944;2.68;97173;0;1.86;100831;383;0;0.86;0;1.40;0;;0.89;2;0;1.14;0;1.79;0
prob3_100_040_060_035_045_02;74150;0.96;33153;0;0.64;33969;301;0;1.03;0;1.33;0;;0.66;1;0;1.17;0;2.13;0
prob3_100_040_060_035_045_03;66201;1.26;41979;0;0.84;43017;368;0;1.04;0;2.20;0;;0.87;1;0;1.69;0;2.16;0
prob3_100_040_060_035_045_04;63904;3.68;136304;0;2.94;147104;402;0;0.92;0;2.49;0;;0.94;2;0;1.72;0;1.90;0
prob3_100_040_060_035_045_05;86391;0.57;20257;0;0.48;21091;430;0;1.20;0;3.17;0;;0.50;1;0;1.52;0;2.47;0
prob3_100_040_060_035_045_06;73480;1.62;54676;0;1.03;56012;324;0;1.03;0;1.65;0;;1.06;2;0;1.01;0;2.14;0
prob3_100_040_060_035_045_07;79962;1.70;55117;0;1.14;56945;384;0;1.17;0;0.61;0;;1.21;1;0;0.61;0;1.23;0
prob3_100_040_060_035_045_08;82189;1.20;41497;0;0.91;43281;335;0;1.24;0;7.27;0;;0.96;1;0;3.50;0;2.56;0
prob3_100_040_060_035_045_09;86262;0.48;16038;0;0.34;16614;338;0;1.22;0;2.03;0;;0.36;1;0;1.20;0;2.50;0
prob3_100_040_060_035_045_10;56615;3.15;113940;0;2.05;117266;378;0;0.83;0;0.99;0;;0.85;2;0;0.88;0;1.72;0
prob3_100_090_110_005_015_01;283965;7.13;123803;0;3.90;125357;451;0;4.52;0;5.94;0;;4.07;1;0;3.27;0;9.21;0
prob3_100_090_110_005_015_02;250228;0.50;9509;0;0.31;9723;402;0;3.91;0;2.43;0;;0.33;1;0;2.11;0;4.92;0
prob3_100_090_110_005_015_03;330931;0.26;4753;0;0.17;4981;351;0;4.96;0;1.80;0;;0.18;1;0;1.24;0;3.72;0
prob3_100_090_110_005_015_04;247507;649.02;11268353;0;354.18;11932149;401;0;3.98;0;7.71;0;;4.10;2;0;5.66;0;8.02;0
prob3_100_090_110_005_015_05;269487;135.97;2415681;0;77.35;2562911;427;0;4.14;0;1.92;0;;4.26;2;0;1.58;0;3.86;0
prob3_100_090_110_005_015_06;227858;69.89;1247435;0;39.63;1350351;400;0;3.38;0;2.22;0;;3.49;2;0;1.99;0;4.50;0
prob3_100_090_110_005_015_07;243938;497.15;9023862;0;247.82;9277586;428;0;3.99;0;1.82;0;;4.11;2;0;1.72;0;3.69;0
prob3_100_090_110_005_015_08;306957;0.87;15909;0;0.59;16789;361;0;4.77;0;1.71;0;;0.62;1;0;1.47;0;3.46;0
prob3_100_090_110_005_015_09;308677;4.56;82899;0;2.67;84721;426;0;4.51;0;10.29;0;;2.81;1;0;4.84;0;9.16;0
prob3_100_090_110_005_015_10;233362;51.40;892503;0;25.25;918717;398;0;3.41;0;4.08;0;;3.51;2;0;3.35;0;6.91;0
prob3_100_090_110_015_025_01;186899;1.75;31722;0;0.96;33284;355;0;3.74;0;8.14;0;;1.00;1;0;4.42;0;7.54;0
prob3_100_090_110_015_025_02;239246;10.06;182174;0;6.22;195810;430;0;4.50;0;3.47;0;;4.63;2;0;1.72;0;7.09;0
prob3_100_090_110_015_025_03;205587;13.48;250538;0;8.46;273324;402;0;4.03;0;3.70;0;;4.16;2;0;1.98;0;7.63;0
prob3_100_090_110_015_025_04;172729;1.00;18523;0;0.58;19559;402;0;3.53;0;5.31;0;;0.60;1;0;3.29;0;7.15;0
prob3_100_090_110_015_025_05;260486;1.18;20553;0;0.65;21289;372;0;4.98;0;2.75;0;;0.69;1;0;2.70;0;5.66;0
prob3_100_090_110_015_025_06;209724;440.35;7882461;0;190.93;8026689;426;0;4.15;0;3.69;0;;4.27;2;0;2.19;0;7.52;0
prob3_100_090_110_015_025_07;182198;0.37;7530;0;0.20;7698;322;0;3.52;0;1.67;0;;0.21;1;0;1.51;0;3.37;0
prob3_100_090_110_015_025_08;234006;32.55;580029;0;20.12;626153;432;0;4.75;0;3.05;0;;4.89;2;0;2.36;0;6.18;0
prob3_100_090_110_015_025_09;237548;163.34;2819953;0;95.03;3031971;428;0;4.47;0;5.00;0;;4.61;2;0;3.39;0;9.02;0
prob3_100_090_110_015_025_10;245852;3.74;66965;0;2.41;70581;447;0;4.65;0;2.87;0;;2.50;1;0;1.82;0;5.97;0
;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
Instance;opt;time;#nodes;TL;time;#nodes;#cols;TL;time;TL;time;TL;;time;best;TL;time;TL;time;TL
prob3_100_090_110_025_035_01;151351;229.34;4304951;0;111.52;4401153;405;0;3.67;0;2.99;0;;3.78;2;0;2.00;0;6.11;0
prob3_100_090_110_025_035_02;190270;1.01;18923;0;0.58;20073;373;0;4.27;0;3.47;0;;0.61;1;0;2.31;0;7.04;0
prob3_100_090_110_025_035_03;152838;1200.00;21934779;1;1200.28;53061984;455;1;3.94;0;5.60;0;;4.05;2;0;3.10;0;7.93;0
prob3_100_090_110_025_035_04;193571;0.19;3517;0;0.13;3633;386;0;4.67;0;2.22;0;;0.14;1;0;1.50;0;4.56;0
prob3_100_090_110_025_035_05;134240;3.56;67580;0;1.74;68692;454;0;3.25;0;1.57;0;;1.82;1;0;1.46;0;3.17;0
prob3_100_090_110_025_035_06;155664;23.87;425049;0;12.28;434573;470;0;3.87;0;12.34;0;;3.99;2;0;7.24;0;7.85;0
prob3_100_090_110_025_035_07;179889;22.17;401146;0;12.72;419150;468;0;4.20;0;3.17;0;;4.32;2;0;1.97;0;6.44;0
prob3_100_090_110_025_035_08;177276;2.73;48469;0;1.53;49307;515;0;4.09;0;1.53;0;;1.59;1;0;1.19;0;3.11;0
prob3_100_090_110_025_035_09;184082;1200.00;21641539;1;803.52;35076144;424;0;4.15;0;6.03;0;;4.27;2;0;4.32;0;8.41;0
prob3_100_090_110_025_035_10;211718;45.80;787199;0;24.04;829361;418;0;4.48;0;1.54;0;;4.61;2;0;1.28;0;3.11;0
prob3_100_090_110_035_045_01;136458;12.75;225416;0;6.19;228844;434;0;4.26;0;3.58;0;;4.38;2;0;2.13;0;7.23;0
prob3_100_090_110_035_045_02;148690;0.39;7031;0;0.21;7333;375;0;4.64;0;1.79;0;;0.23;1;0;1.45;0;3.50;0
prob3_100_090_110_035_045_03;127193;1.13;20823;0;0.57;21209;365;0;3.68;0;4.49;0;;0.60;1;0;2.74;0;7.44;0
prob3_100_090_110_035_045_04;151766;64.88;1151625;0;32.30;1191475;450;0;4.31;0;3.06;0;;4.43;2;0;2.36;0;6.19;0
prob3_100_090_110_035_045_05;152051;2.15;39082;0;1.15;40086;404;0;4.34;0;2.55;0;;1.21;1;0;1.94;0;5.24;0
prob3_100_090_110_035_045_06;143578;1.33;24809;0;0.73;25423;390;0;4.15;0;4.95;0;;0.76;1;0;2.64;0;8.38;0
prob3_100_090_110_035_045_07;123346;0.98;17927;0;0.48;18285;369;0;3.53;0;3.11;0;;0.50;1;0;1.81;0;6.33;0
prob3_100_090_110_035_045_08;134029;893.93;15676685;0;420.72;16244027;443;0;4.01;0;7.68;0;;4.13;2;0;4.58;0;8.10;0
prob3_100_090_110_035_045_09;143578;63.11;1157787;0;32.20;1182673;505;0;3.97;0;2.89;0;;4.08;2;0;1.45;0;5.86;0
prob3_100_090_110_035_045_10;133582;1.99;36325;0;1.00;36725;495;0;3.64;0;2.03;0;;1.04;1;0;1.41;0;4.14;0
prob4_005_000500_01;10965;0.00;43;0;0.00;43;83;0;0.01;0;0.09;0;;0.00;0;0;0.09;0;0.04;0
prob4_005_000500_02;10964;0.00;39;0;0.00;39;53;0;0.02;0;0.07;0;;0.00;0;0;0.08;0;0.03;0
prob4_005_000500_03;11155;0.00;49;0;0.00;49;71;0;0.02;0;0.08;0;;0.00;0;0;0.09;0;0.04;0
prob4_005_000500_04;11061;0.00;53;0;0.00;53;81;0;0.02;0;0.10;0;;0.00;0;0;0.12;0;0.04;0
prob4_005_000500_05;11478;0.00;35;0;0.00;35;68;0;0.02;0;0.07;0;;0.00;0;0;0.08;0;0.04;0
prob4_005_000500_06;11244;0.00;45;0;0.01;45;71;0;0.02;0;0.07;0;;0.00;0;0;0.09;0;0.04;0
prob4_005_000500_07;10881;0.00;43;0;0.00;43;85;0;0.02;0;0.07;0;;0.00;0;0;0.08;0;0.04;0
prob4_005_000500_08;11049;0.00;29;0;0.00;29;62;0;0.02;0;0.07;0;;0.00;0;0;0.08;0;0.04;0
prob4_005_000500_09;10971;0.00;33;0;0.00;33;50;0;0.01;0;0.07;0;;0.00;0;0;0.09;0;0.04;0
prob4_005_000500_10;10970;0.00;41;0;0.00;41;69;0;0.01;0;0.09;0;;0.00;0;0;0.10;0;0.04;0
prob4_005_001000_01;19351;0.00;47;0;0.00;47;94;0;0.05;0;0.14;0;;0.00;0;0;0.15;0;0.11;0
prob4_005_001000_02;19815;0.00;45;0;0.00;45;71;0;0.06;0;0.12;0;;0.00;0;0;0.13;0;0.12;0
prob4_005_001000_03;20091;0.00;39;0;0.00;39;78;0;0.06;0;0.13;0;;0.00;0;0;0.13;0;0.12;0
prob4_005_001000_04;20239;0.00;39;0;0.00;39;92;0;0.05;0;0.12;0;;0.00;0;0;0.14;0;0.12;0
prob4_005_001000_05;20181;0.00;49;0;0.01;49;86;0;0.05;0;0.17;0;;0.00;0;0;0.16;0;0.12;0
prob4_005_001000_06;19753;0.00;35;0;0.00;35;70;0;0.05;0;0.14;0;;0.00;0;0;0.15;0;0.12;0
prob4_005_001000_07;19951;0.00;39;0;0.00;39;100;0;0.05;0;0.14;0;;0.00;0;0;0.14;0;0.12;0
prob4_005_001000_08;19793;0.00;43;0;0.00;43;90;0;0.05;0;0.12;0;;0.00;0;0;0.14;0;0.11;0
prob4_005_001000_09;19715;0.00;49;0;0.00;49;94;0;0.05;0;0.14;0;;0.00;0;0;0.14;0;0.12;0
prob4_005_001000_10;20889;0.00;45;0;0.01;45;89;0;0.06;0;0.12;0;;0.00;0;0;0.21;0;0.12;0
prob4_005_002500_01;55207;0.00;47;0;0.01;47;88;0;0.25;0;0.35;0;;0.00;0;0;0.36;0;0.53;0
prob4_005_002500_02;55719;0.00;43;0;0.00;43;79;0;0.25;0;0.35;0;;0.00;0;0;0.35;0;0.54;0
prob4_005_002500_03;55811;0.01;39;0;0.01;39;94;0;0.25;0;0.35;0;;0.01;0;0;0.40;0;0.53;0
prob4_005_002500_04;55593;0.00;43;0;0.00;43;60;0;0.25;0;0.35;0;;0.00;0;0;0.36;0;0.53;0
prob4_005_002500_05;56653;0.00;43;0;0.01;43;94;0;0.25;0;0.32;0;;0.00;0;0;0.34;0;0.54;0
prob4_005_002500_06;54612;0.01;47;0;0.01;47;89;0;0.24;0;0.35;0;;0.01;0;0;0.36;0;0.52;0
;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
Instance;opt;time;#nodes;TL;time;#nodes;#cols;TL;time;TL;time;TL;;time;best;TL;time;TL;time;TL
prob4_005_002500_07;54739;0.00;45;0;0.00;45;101;0;0.24;0;0.33;0;;0.00;0;0;0.35;0;0.53;0
prob4_005_002500_08;55407;0.00;47;0;0.00;47;98;0;0.24;0;0.32;0;;0.00;0;0;0.34;0;0.53;0
prob4_005_002500_09;55746;0.00;45;0;0.01;45;97;0;0.25;0;0.34;0;;0.00;0;0;0.36;0;0.54;0
prob4_005_002500_10;55703;0.00;47;0;0.01;47;90;0;0.25;0;0.33;0;;0.00;0;0;0.33;0;0.54;0
prob4_005_005000_01;99661;0.00;45;0;0.01;45;86;0;0.89;0;0.92;0;;0.00;0;0;0.48;0;1.85;0
prob4_005_005000_02;100371;0.00;21;0;0.00;21;60;0;0.90;0;1.07;0;;0.00;0;0;0.43;0;1.87;0
prob4_005_005000_03;99253;0.01;43;0;0.01;43;80;0;0.89;0;0.97;0;;0.01;0;0;0.48;0;1.85;0
prob4_005_005000_04;100709;0.00;29;0;0.00;29;64;0;0.90;0;0.93;0;;0.00;0;0;0.48;0;1.85;0
prob4_005_005000_05;101143;0.00;53;0;0.01;53;86;0;0.91;0;0.91;0;;0.01;0;0;0.47;0;1.84;0
prob4_005_005000_06;100015;0.00;53;0;0.00;53;100;0;0.90;0;0.91;0;;0.00;0;0;0.48;0;1.82;0
prob4_005_005000_07;100315;0.00;45;0;0.01;45;105;0;0.91;0;0.89;0;;0.00;0;0;0.49;0;1.81;0
prob4_005_005000_08;100189;0.01;43;0;0.01;43;82;0;0.90;0;1.02;0;;0.01;0;0;0.50;0;1.88;0
prob4_005_005000_09;100499;0.00;35;0;0.00;35;65;0;0.90;0;0.90;0;;0.00;0;0;0.50;0;1.82;0
prob4_005_005000_10;100867;0.01;47;0;0.01;47;103;0;0.91;0;0.81;0;;0.01;0;0;0.50;0;1.64;0
prob4_005_010000_01;222561;0.01;39;0;0.01;39;68;0;3.66;0;3.49;0;;0.01;0;0;0.76;0;7.04;0
prob4_005_010000_02;223710;0.00;45;0;0.00;45;93;0;3.67;0;3.32;0;;0.00;0;0;0.90;0;6.67;0
prob4_005_010000_03;223263;0.01;43;0;0.01;43;79;0;3.66;0;3.03;0;;0.01;0;0;0.90;0;6.07;0
prob4_005_010000_04;223212;0.00;43;0;0.01;43;82;0;3.67;0;3.57;0;;0.01;0;0;0.85;0;7.24;0
prob4_005_010000_05;224012;0.01;47;0;0.02;47;90;0;3.67;0;4.17;0;;0.01;0;0;0.83;0;7.43;0
prob4_005_010000_06;222838;0.01;45;0;0.02;45;99;0;3.66;0;3.42;0;;0.01;0;0;0.98;0;6.85;0
prob4_005_010000_07;222511;0.00;43;0;0.00;43;87;0;3.65;0;3.75;0;;0.00;0;0;0.88;0;7.38;0
prob4_005_010000_08;221362;0.00;47;0;0.01;47;98;0;3.63;0;3.26;0;;0.00;0;0;0.78;0;6.56;0
prob4_005_010000_09;223404;0.01;43;0;0.01;43;89;0;3.68;0;3.35;0;;0.01;0;0;0.79;0;6.76;0
prob4_005_010000_10;224425;0.01;39;0;0.01;39;90;0;3.69;0;3.66;0;;0.01;0;0;0.78;0;7.40;0
prob4_010_000500_01;11202;0.00;665;0;0.00;679;95;0;0.02;0;0.07;0;;0.00;0;0;0.08;0;0.04;0
prob4_010_000500_02;10929;0.00;241;0;0.00;275;87;0;0.01;0;0.07;0;;0.00;0;0;0.08;0;0.04;0
prob4_010_000500_03;11214;0.00;555;0;0.00;563;102;0;0.02;0;0.18;0;;0.00;0;0;0.19;0;0.04;0
prob4_010_000500_04;10742;0.00;599;0;0.00;609;89;0;0.01;0;0.12;0;;0.00;0;0;0.13;0;0.04;0
prob4_010_000500_05;11041;0.00;513;0;0.00;539;98;0;0.02;0;0.19;0;;0.00;0;0;0.14;0;0.04;0
prob4_010_000500_06;11851;0.00;99;0;0.00;113;112;0;0.02;0;0.13;0;;0.00;0;0;0.12;0;0.04;0
prob4_010_000500_07;11385;0.01;955;0;0.01;955;96;0;0.02;0;0.24;0;;0.01;0;0;0.20;0;0.04;0
prob4_010_000500_08;11027;0.00;257;0;0.00;257;96;0;0.01;0;0.16;0;;0.00;0;0;0.16;0;0.04;0
prob4_010_000500_09;10873;0.00;549;0;0.00;579;104;0;0.02;0;0.12;0;;0.00;0;0;0.13;0;0.04;0
prob4_010_000500_10;11182;0.01;911;0;0.00;911;87;0;0.02;0;0.11;0;;0.01;0;0;0.13;0;0.04;0
prob4_010_001000_01;21568;0.01;933;0;0.00;933;118;0;0.05;0;0.13;0;;0.01;1;0;0.17;0;0.12;0
prob4_010_001000_02;22107;0.01;933;0;0.01;933;109;0;0.06;0;0.21;0;;0.01;1;0;0.20;0;0.12;0
prob4_010_001000_03;22078;0.01;933;0;0.00;933;101;0;0.06;0;0.13;0;;0.01;1;0;0.14;0;0.12;0
prob4_010_001000_04;22106;0.01;923;0;0.01;923;125;0;0.06;0;0.17;0;;0.01;1;0;0.19;0;0.12;0
prob4_010_001000_05;21481;0.01;933;0;0.01;933;105;0;0.05;0;0.16;0;;0.01;1;0;0.15;0;0.11;0
prob4_010_001000_06;22388;0.01;933;0;0.00;933;119;0;0.06;0;0.18;0;;0.01;1;0;0.15;0;0.12;0
prob4_010_001000_07;22305;0.01;873;0;0.00;873;108;0;0.06;0;0.13;0;;0.01;1;0;0.14;0;0.13;0
prob4_010_001000_08;21373;0.01;935;0;0.01;935;108;0;0.06;0;0.15;0;;0.01;1;0;0.16;0;0.12;0
prob4_010_001000_09;22290;0.01;629;0;0.00;637;124;0;0.06;0;0.13;0;;0.01;1;0;0.13;0;0.12;0
prob4_010_001000_10;21737;0.01;933;0;0.00;933;108;0;0.06;0;0.14;0;;0.01;1;0;0.14;0;0.12;0
prob4_010_002500_01;55021;0.02;941;0;0.02;941;141;0;0.25;0;0.36;0;;0.02;1;0;0.37;0;0.54;0
prob4_010_002500_02;54143;0.01;947;0;0.01;947;150;0;0.25;0;0.34;0;;0.01;1;0;0.34;0;0.53;0
;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
Instance;opt;time;#nodes;TL;time;#nodes;#cols;TL;time;TL;time;TL;;time;best;TL;time;TL;time;TL
prob4_010_002500_03;54359;0.01;937;0;0.01;937;133;0;0.26;0;0.32;0;;0.01;1;0;0.31;0;0.54;0
prob4_010_002500_04;55262;0.01;949;0;0.01;949;139;0;0.25;0;0.32;0;;0.01;1;0;0.32;0;0.54;0
prob4_010_002500_05;55044;0.01;933;0;0.01;933;136;0;0.25;0;0.32;0;;0.01;1;0;0.32;0;0.53;0
prob4_010_002500_06;54566;0.01;933;0;0.01;933;154;0;0.25;0;0.33;0;;0.01;1;0;0.38;0;0.53;0
prob4_010_002500_07;55212;0.02;953;0;0.01;953;131;0;0.25;0;0.33;0;;0.01;1;0;0.33;0;0.54;0
prob4_010_002500_08;55033;0.02;949;0;0.01;949;161;0;0.26;0;0.33;0;;0.01;1;0;0.34;0;0.54;0
prob4_010_002500_09;54712;0.01;937;0;0.01;937;151;0;0.25;0;0.37;0;;0.01;1;0;0.42;0;0.54;0
prob4_010_002500_10;55148;0.01;911;0;0.01;911;170;0;0.25;0;0.44;0;;0.01;1;0;0.37;0;0.53;0
prob4_010_005000_01;100447;0.02;913;0;0.02;913;183;0;0.93;0;0.90;0;;0.02;1;0;0.55;0;1.86;0
prob4_010_005000_02;101343;0.01;503;0;0.01;515;187;0;0.93;0;0.86;0;;0.01;1;0;0.54;0;1.74;0
prob4_010_005000_03;99553;0.02;909;0;0.02;909;188;0;0.92;0;0.87;0;;0.02;0;0;0.54;0;1.74;0
prob4_010_005000_04;100389;0.01;643;0;0.02;657;202;0;0.92;0;0.84;0;;0.02;0;0;0.53;0;1.68;0
prob4_010_005000_05;99615;0.01;543;0;0.01;547;185;0;0.92;0;0.81;0;;0.01;0;0;0.52;0;1.61;0
prob4_010_005000_06;100905;0.01;511;0;0.01;513;179;0;0.93;0;0.89;0;;0.01;1;0;0.54;0;1.78;0
prob4_010_005000_07;101507;0.01;373;0;0.01;385;200;0;0.93;0;0.79;0;;0.01;0;0;0.50;0;1.62;0
prob4_010_005000_08;100989;0.01;297;0;0.01;301;164;0;0.93;0;0.92;0;;0.01;0;0;0.56;0;1.82;0
prob4_010_005000_09;101421;0.01;563;0;0.01;571;179;0;0.94;0;0.83;0;;0.01;1;0;0.53;0;1.69;0
